,train_loss,val_loss
0,0.47806936333734523,0.455611356074297
1,0.46162507005784875,0.45307357357775613
2,0.458901156682186,0.4510767986754325
3,0.45915070710674166,0.45285944634349035
4,0.45622362541773964,0.45124972118104056
5,0.4557907170561886,0.4521841014487834
6,0.45566691185431507,0.45239426950110667
7,0.4546907853354853,0.45245726783818835
8,0.45335827484017327,0.4530674959788343
9,0.4531542320888509,0.4506434790067029
10,0.4518256632896958,0.4526712575668021
11,0.4529971396954602,0.457917820929475
12,0.4513173273789189,0.4533090864304249
13,0.45135065389688683,0.45280881521571037
14,0.4499878954319727,0.45524702746153883
15,0.4495842970395214,0.45320355238290777
16,0.4495121968170953,0.4548751553402671
17,0.44886666638825934,0.4541628872543448
18,0.44902134047298836,0.45369776693577507
19,0.4488503784256637,0.4529348132102298
20,0.4475937127120911,0.4538614916524807
21,0.4480783913185988,0.4598759313424428
22,0.4467770232252343,0.4528937597566516
23,0.4456341612906683,0.4539136250310809
24,0.44498554107057986,0.4541404103302251
25,0.44663922009329315,0.45852789295373586
26,0.4445510312678322,0.4548241096206858
27,0.44425895491605083,0.45544472814612247
28,0.44387411899352197,0.4591720097930119
29,0.4430288333268393,0.4586761341064791
